PMID,Title,Journal,Authors,Abstract,DOI,PubMedURL,SciHub,PathwayName,Error
8085840,"Biodegradation of p-nitrophenol via 1,2,4-benzenetriol by an Arthrobacter sp.",Applied and environmental microbiology,"Jain RK, Dreisbach JH, Spain JC","The degradation of p-nitrophenol (PNP) by Moraxella and Pseudomonas spp. involves an initial monooxygenase-catalyzed removal of the nitro group. The resultant hydroquinone is subject to ring fission catalyzed by a dioxygenase enzyme. We have isolated a strain of an Arthrobacter sp., JS443, capable of degrading PNP with stoichiometric release of nitrite. During induction of the enzymes required for growth on PNP, 1,2,4-benzenetriol was identified as an intermediate by gas chromatography-mass spectroscopy (GC-MS) and radiotracer studies. 1,2,4-Benzenetriol was converted to maleylacetic acid, which was further degraded by the beta-ketoadipate pathway. Conversion of PNP to 1,2,4-benzenetriol is catalyzed by a monooxygenase system in strain JS443 through the formation of 4-nitrocatechol, 4-nitroresorcinol, or both. Our results clearly indicate the existence of an alternative pathway for the biodegradation of PNP.",10.1128/aem.60.8.3030-3032.1994,https://pubmed.ncbi.nlm.nih.gov/8085840,https://sci-hub.se/10.1128/aem.60.8.3030-3032.1994,Nitrophenol Family (an/aerobic),
10772893,Plasmid-encoded degradation of p-nitrophenol and 4-nitrocatechol by Arthrobacter protophormiae.,Biochemical and biophysical research communications,"Chauhan A, Chakraborti AK, Jain RK","Arthrobacter protophormiae strain RKJ100 is capable of utilizing p-nitrophenol (PNP) as well as 4-nitrocatechol (NC) as the sole source of carbon, nitrogen and energy. The degradation of PNP and NC by this microorganism takes place through an oxidative route, as stoichiometry of nitrite molecules was observed when the strain was grown on PNP or NC as sole carbon and energy sources. The degradative pathways of PNP and NC were elucidated on the basis of enzyme assays and chemical characterization of the intermediates by TLC, GC, (1)H NMR, GC-MS, UV spectroscopy, and HPLC analyses. Our studies clearly indicate that the degradation of PNP proceeds with the formation of p-benzoquinone (BQ) and hydroquinone (HQ) and is further degraded via the beta-ketoadipate pathway. Degradation of NC involved initial oxidation to generate 1,2,4-benzenetriol (BT) and 2-hydroxy-1,4-benzoquinone; the latter intermediate is then reductively dehydroxylated, forming BQ and HQ, and is further cleaved via beta-ketoadipate to TCA intermediates. It is likely, therefore, that the same set of genes encode the further metabolism of HQ in PNP and NC degradation. A plasmid of approximately 65 kb was found to be responsible for harboring genes for PNP and NC degradation in this strain. This was based on the fact that PNP(-) NC(-) derivatives were devoid of the plasmid and had simultaneously lost their capability to grow at the expense of these nitroaromatic compounds.",10.1006/bbrc.2000.2500,https://pubmed.ncbi.nlm.nih.gov/10772893,https://sci-hub.se/10.1006/bbrc.2000.2500,Nitrophenol Family (an/aerobic),
3752997,Influence of para-substituents on the oxidative metabolism of o-nitrophenols by Pseudomonas putida B2.,Applied and environmental microbiology,"Zeyer J, Kocher HP, Timmis KN","Pseudomonas putida B2 is able to grow on o-nitrophenol (ONP) as the sole source of carbon and nitrogen. ONP was converted by a nitrophenol oxygenase to nitrite and catechol. Catechol was then attacked by a catechol 1,2-dioxygenase and further degraded through an ortho-cleavage pathway. ONP derivatives which were para-substituted with a methyl-, chloro-, carboxy-, formyl- or nitro-group failed to support growth of strain B2. Relevant catabolic enzymes were characterized to analyze why these derivatives were not mineralized. Nitrophenol oxygenase of strain B2 is a soluble, NADPH-dependent enzyme that is stimulated by magnesium, manganese, and calcium ions. It is active toward ONP, 4-methyl-, 4-chloro-, and to a lesser extent, 4-formyl-ONP but not toward 4-carboxy- or 4-nitro-ONP. In addition, 4-formyl-, 4-carboxy-, and 4-nitro-ONP failed to induce the formation of nitrophenol oxygenase. Catechol 1,2-dioxygenase of strain B2 is active toward catechol and 4-methyl-catechol but only poorly active toward chlorinated catechols. 4-Methyl-catechol is likely to be degraded to methyl-lactones, which are often dead-end metabolites in bacteria. Thus, of the compounds tested, only unsubstituted ONP acts as an inducer and substrate for all of the enzymes of a productive catabolic pathway.",10.1128/aem.52.2.334-339.1986,https://pubmed.ncbi.nlm.nih.gov/3752997,https://sci-hub.se/10.1128/aem.52.2.334-339.1986,Nitrophenol Family (an/aerobic),
17616586,Molecular characterization of a novel ortho-nitrophenol catabolic gene cluster in Alcaligenes sp. strain NyZ215.,Journal of bacteriology,"Xiao Y, Zhang JJ, Liu H, Zhou NY","Alcaligenes sp. strain NyZ215 was isolated for its ability to grow on ortho-nitrophenol (ONP) as the sole source of carbon, nitrogen, and energy and was shown to degrade ONP via a catechol ortho-cleavage pathway. A 10,152-bp DNA fragment extending from a conserved region of the catechol 1,2-dioxygenase gene was obtained by genome walking. Of seven complete open reading frames deduced from this fragment, three (onpABC) have been shown to encode the enzymes involved in the initial reactions of ONP catabolism in this strain. OnpA, which shares 26% identity with salicylate 1-monooxygenase of Pseudomonas stutzeri AN10, is an ONP 2-monooxygenase (EC 1.14.13.31) which converts ONP to catechol in the presence of NADPH, with concomitant nitrite release. OnpC is a catechol 1,2-dioxygenase catalyzing the oxidation of catechol to cis,cis-muconic acid. OnpB exhibits 54% identity with the reductase subunit of vanillate O-demethylase in Pseudomonas fluorescens BF13. OnpAB (but not OnpA alone) conferred on the catechol utilizer Pseudomonas putida PaW340 the ability to grow on ONP. This suggests that OnpB may also be involved in ONP degradation in vivo as an o-benzoquinone reductase converting o-benzoquinone to catechol. This is analogous to the reduction of tetrachlorobenzoquinone to tetrachlorohydroquinone by a tetrachlorobenzoquinone reductase (PcpD, 38% identity with OnpB) in the pentachlorophenol degrader Sphingobium chlorophenolicum ATCC 39723.",10.1128/JB.00654-07,https://pubmed.ncbi.nlm.nih.gov/17616586,https://sci-hub.se/10.1128/JB.00654-07,Nitrophenol Family (an/aerobic),
10049374,3-Hydroxylaminophenol mutase from Ralstonia eutropha JMP134 catalyzes a Bamberger rearrangement.,Journal of bacteriology,"Schenzle A, Lenke H, Spain JC, Knackmuss HJ","3-Hydroxylaminophenol mutase from Ralstonia eutropha JMP134 is involved in the degradative pathway of 3-nitrophenol, in which it catalyzes the conversion of 3-hydroxylaminophenol to aminohydroquinone. To show that the reaction was really catalyzed by a single enzyme without the release of intermediates, the corresponding protein was purified to apparent homogeneity from an extract of cells grown on 3-nitrophenol as the nitrogen source and succinate as the carbon and energy source. 3-Hydroxylaminophenol mutase appears to be a relatively hydrophobic but soluble and colorless protein consisting of a single 62-kDa polypeptide. The pI was determined to be at pH 4.5. In a database search, the NH2-terminal amino acid sequence of the undigested protein and of two internal sequences of 3-hydroxylaminophenol mutase were found to be most similar to those of glutamine synthetases from different species. Hydroxylaminobenzene, 4-hydroxylaminotoluene, and 2-chloro-5-hydroxylaminophenol, but not 4-hydroxylaminobenzoate, can also serve as substrates for the enzyme. The enzyme requires no oxygen or added cofactors for its reaction, which suggests an enzymatic mechanism analogous to the acid-catalyzed Bamberger rearrangement.",10.1128/JB.181.5.1444-1450.1999,https://pubmed.ncbi.nlm.nih.gov/10049374,https://sci-hub.se/10.1128/JB.181.5.1444-1450.1999,Nitrophenol Family (an/aerobic),
10831408,Biotransformation of hydroxylaminobenzene and aminophenol by Pseudomonas putida 2NP8 cells grown in the presence of 3-nitrophenol.,Applied and environmental microbiology,"Zhao JS, Singh A, Huang XD, Ward OP","Biotransformation products of hydroxylaminobenzene and aminophenol produced by 3-nitrophenol-grown cells of Pseudomonas putida 2NP8, a strain grown on 2- and 3-nitrophenol, were characterized. Ammonia, 2-aminophenol, 4-aminophenol, 4-benzoquinone, N-acetyl-4-aminophenol, N-acetyl-2-aminophenol, 2-aminophenoxazine-3-one, 4-hydroquinone, and catechol were produced from hydroxylaminobenzene. Ammonia, N-acetyl-2-aminophenol, and 2-aminophenoxazine-3-one were produced from 2-aminophenol. All of these metabolites were also found in the nitrobenzene transformation medium, and this demonstrated that they were metabolites of nitrobenzene transformation via hydroxylaminobenzene. Production of 2-aminophenoxazine-3-one indicated that oxidation of 2-aminophenol via imine occurred. Rapid release of ammonia from 2-aminophenol transformation indicated that hydrolysis of the imine intermediate was the dominant reaction. The low level of 2-aminophenoxazine-3-one indicated that formation of this compound was probably due to a spontaneous reaction accompanying oxidation of 2-aminophenol via imine. 4-Hydroquinone and catechol were reduction products of 2- and 4-benzoquinones. Based on these transformation products, we propose a new ammonia release pathway via oxidation of aminophenol to benzoquinone monoimine and subsequent hydrolysis for transformation of nitroaromatic compounds by 3-nitrophenol-grown cells of P. putida 2NP8. We propose a parallel mechanism for 3-nitrophenol degradation in P. putida 2NP8, in which all of the possible intermediates are postulated.",10.1128/AEM.66.6.2336-2342.2000,https://pubmed.ncbi.nlm.nih.gov/10831408,https://sci-hub.se/10.1128/AEM.66.6.2336-2342.2000,Nitrophenol Family (an/aerobic),
8085840,"Biodegradation of p-nitrophenol via 1,2,4-benzenetriol by an Arthrobacter sp.",Applied and environmental microbiology,"Jain RK, Dreisbach JH, Spain JC","The degradation of p-nitrophenol (PNP) by Moraxella and Pseudomonas spp. involves an initial monooxygenase-catalyzed removal of the nitro group. The resultant hydroquinone is subject to ring fission catalyzed by a dioxygenase enzyme. We have isolated a strain of an Arthrobacter sp., JS443, capable of degrading PNP with stoichiometric release of nitrite. During induction of the enzymes required for growth on PNP, 1,2,4-benzenetriol was identified as an intermediate by gas chromatography-mass spectroscopy (GC-MS) and radiotracer studies. 1,2,4-Benzenetriol was converted to maleylacetic acid, which was further degraded by the beta-ketoadipate pathway. Conversion of PNP to 1,2,4-benzenetriol is catalyzed by a monooxygenase system in strain JS443 through the formation of 4-nitrocatechol, 4-nitroresorcinol, or both. Our results clearly indicate the existence of an alternative pathway for the biodegradation of PNP.",10.1128/aem.60.8.3030-3032.1994,https://pubmed.ncbi.nlm.nih.gov/8085840,https://sci-hub.se/10.1128/aem.60.8.3030-3032.1994,Nitrophenol Family (an/aerobic),
11763480,Potential pulmonary effects of man-made organic fiber (MMOF) dusts.,Critical reviews in toxicology,"Warheit DB, Hart GA, Hesterberg TW, Collins JJ, Dyer WM, Swaen GM, Castranova V, Soiefer AI, Kennedy GL","In the first half of the twentieth century epidemiologic evidence linked elevated incidences of pulmonary fibrosis and cancer with inhalation of chrysotile and crocidolite asbestos, a family of naturally occurring inorganic fibrous materials. As the serpentine and amphibole forms of asbestos were phased out, synthetic vitreous fibers (SVFs; fiber glass, mineral wool, and refractory fiber) became increasingly utilized, and concerns were raised that they too might cause adverse health effects. Extensive toxicological research on SVFs has demonstrated that their pulmonary effects are directly related to fiber dose in the lung over time. This is the result of deposition (thin fibers deposit in the lower lung more efficiently than thick fibers) and lung-persistence (""biopersistence"" is directly related to fiber length and inversely related to dissolution and fragmentation rates). In rat inhalation studies, asbestos was determined to be 7- to 10-fold more biopersistent in the lung than SVFs. Other than its effect on biopersistence, fiber composition did not appear to play a direct role in the biological activity of SVFs. Recently, the utilization of man-made organic fibers (MMOFs) (also referred to by some as synthetic organic fibers) has increased rapidly for a variety of applications. In contrast to SVFs, research on the potential pulmonary effects of MMOFs is relatively limited, because traditionally MMOFs were manufactured in diameters too thick to be respirable (inhalable into the lower lung). However, new developments in the MMOF industry have resulted in the production of increasingly fine-diameter fibers for special applications, and certain post-manufacturing processes (e.g., chopping) generate respirable-sized MMOF dust. Until the mid-1990s, there was no consistent evidence of human health affects attributed to occupational exposure to MMOFs. Very recently, however, a unique form of interstitial lung disease has been reported in nylon flock workers in three different plants, and respirable-sized nylon shreds (including fibers) were identified in workplace air samples. Whether nylon dust or other occupational exposures are responsible for the development of lung disease in these workers remains to be determined. It is also unknown whether the biological mechanisms that determine the respirability and toxicity of SVFs apply to MMOFs. Thus, it is appropriate and timely to review the current data regarding MMOF workplace exposure and pulmonary health effects, including the database on epidemiological, exposure assessment, and toxicology studies.",10.1080/20014091111965,https://pubmed.ncbi.nlm.nih.gov/11763480,https://sci-hub.se/10.1080/20014091111965,Nylon Oligomer,
8285701,"Nylon oligomer degradation gene, nylC, on plasmid pOAD2 from a Flavobacterium strain encodes endo-type 6-aminohexanoate oligomer hydrolase: purification and characterization of the nylC gene product.",Applied and environmental microbiology,"Kakudo S, Negoro S, Urabe I, Okada H","A new type of nylon oligomer degradation enzyme (EIII) was purified from an Escherichia coli clone harboring the EIII gene (nylC). This enzyme hydrolyzed the linear trimer, tetramer, and pentamer of 6-aminohexanoate by an endo-type reaction, and this specificity is different from that of the EI (nylA gene product) and EII (nylB gene product). Amino acid sequencing and sodium dodecyl sulfate-polyacrylamide gel electrophoresis of the purified EIII demonstrated that the enzyme is made of two polypeptide chains arising from an internal cleavage between amino acid residues 266 and 267.",10.1128/aem.59.11.3978-3980.1993,https://pubmed.ncbi.nlm.nih.gov/8285701,https://sci-hub.se/10.1128/aem.59.11.3978-3980.1993,Nylon Oligomer,
6305910,Plasmid-determined enzymatic degradation of nylon oligomers.,Journal of bacteriology,"Negoro S, Taniguchi T, Kanaoka M, Kimura H, Okada H","The nylon oligomer (6-aminohexanoic acid cyclic dimer) degradation genes on plasmid pOAD2 of Flavobacterium sp. KI72 were cloned into Escherichia coli vector pBR322. The locus of one of the genes, the structural gene of 6-aminohexanoic acid linear oligomer hydrolase, was determined by constructing various deletion plasmids and inserting the lacUV5 promoter fragment of E. coli into the deletion plasmid. Two kinds of repeated sequences (RS-I and RS-II) were detected on pOAD2 by DNA-DNA hybridization experiments. These repeated sequences appeared five times (RS-I) or twice (RS-II) on pOAD2. One of the RS-II regions and the structural gene of the hydrolase overlapped.",10.1128/jb.155.1.22-31.1983,https://pubmed.ncbi.nlm.nih.gov/6305910,https://sci-hub.se/10.1128/jb.155.1.22-31.1983,Nylon Oligomer,
1254564,Metabolism of resorcinylic compounds by bacteria: orcinol pathway in Pseudomonas putida.,Journal of bacteriology,"Chapman PJ, Ribbons DW","Enrichment cultures yielded two strains of Pseudomonas putida capable of growth with orcinol (3,5-dihydroxytoluene) as the sole source of carbon. Experiments with cell suspensions and cell extracts indicate that orcinol is metabolized by hydroxylation of the benzene ring followed successively by ring cleavage and hydrolyses to give 2 mol of acetate and 1 mol of pyruvate per mol of orcinol as shown: orcinol leads to 2,3,5-trihydroxytoluene leads to 2,4,6-trioxoheptanoate leads to acetate + acetylpyruvate leads to acetate + pyruvate. Evidence for this pathway is based on: (i) high respiratory activities of orcinol-grown cells towards 2,3,5-trihydroxytoluene; (ii) transient accumulation of a quinone, probably 2-hydroxy-6-methyl-1,4-benzoquinone, during grouth with orcinol; (iii) formation of pyruvate and acetate from orcinol, 2,3,5-trihydroxytoluene, and acetylpyruvate catalyzed by extracts of orcinol, but not by succinate-grown cells; (iv) characterization of the product of oxidation of 3-methylcatechol (an analogue of 2,3,5-trihydroxytoluene) showing that oxygenative cleavage occurs between carbons bearing methyl and hydroxyl substituents; (v) transient appearance of a compound having spectral properties similar to those of acetylpyruvate during 2,3,5-trihydroxytoluene oxidation by extracts of orcinol-grown cells. Orcinol hydroxylase exhibits catalytic activity when resorcinol or m-cresol is substituted for orcinol; hydroxyquinol and 3-methylcatechol are substrates for the ring cleavage enzyme 2,3,5-trihydroxytoluene-1,2-oxygenase. The enzymes of this pathway are induced by growth with orcinol but not with glucose or succinate.",10.1128/jb.125.3.975-984.1976,https://pubmed.ncbi.nlm.nih.gov/1254564,https://sci-hub.se/10.1128/jb.125.3.975-984.1976,Orcinol,
3542021,"Bacterial organomercurial lyase: overproduction, isolation, and characterization.",Biochemistry,"Begley TP, Walts AE, Walsh CT","Organomercurial lyase mediates the first of two steps in the microbial detoxification of organomercurial salts. This enzyme encoded on the plasmid R831 obtained from Escherichia coli J53-1 has been overproduced to the level of 3% of the soluble cell protein in E. coli by a construction using the T7 promoter. The enzyme has been purified to homogeneity in quantity in three steps. It is a monomer of Mr 22,400 with no detectable cofactors or metal ions. It catalyzes the protonolysis of the C-Hg bond in a wide range of organomercurial salts (primary, secondary, tertiary, alkyl, vinyl, allyl, and aryl) to the hydrocarbon and mercuric ion with turnover rates in the range of 1-240 min-1.",10.1021/bi00370a063,https://pubmed.ncbi.nlm.nih.gov/3542021,https://sci-hub.se/10.1021/bi00370a063,Organomercury,
2067577,Structure of the detoxification catalyst mercuric ion reductase from Bacillus sp. strain RC607.,Nature,"Schiering N, Kabsch W, Moore MJ, Distefano MD, Walsh CT, Pai EF","Several hundred million tons of toxic mercurials are dispersed in the biosphere. Microbes can detoxify organo-mercurials and mercury salts through sequential action of two enzymes, organomercury lyase and mercuric ion reductase (MerA). The latter, a homodimer with homology to the FAD-dependent disulphide oxidoreductases, catalyses the reaction NADPH + Hg(II)----NADP+ + H+ + Hg(0), one of the very rare enzymic reactions with metal substrates. Human glutathione reductase serves as a reference molecule for FAD-dependent disulphide reductases and between its primary structure and that of MerA from Tn501 (Pseudomonas), Tn21 (Shigella), p1258 (Staphylococcus) and Bacillus, 25-30% of the residues have been conserved. All MerAs have a C-terminal extension about 15 residues long but have very varied N termini. Although the enzyme from Streptomyces lividans has no addition, from Pseudomonas aeruginosa Tn501 and Bacillus sp. strain RC607 it has one and two copies respectively of a domain of 80-85 residues, highly homologous to MerP, the periplasmic component of proteins encoded by the mer operon. These domains can be proteolytically cleaved off without changing the catalytic efficiency. We report here the crystal structure of MerA from the Gram-positive bacterium Bacillus sp. strain RC607. Analysis of its complexes with nicotinamide dinucleotide substrates and the inhibitor Cd(II) reveals how limited structural changes enable an enzyme to accept as substrate what used to be a dangerous inhibitor. Knowledge of the mode of mercury ligation is a prerequisite for understanding this unique detoxification mechanism.",10.1038/352168a0,https://pubmed.ncbi.nlm.nih.gov/2067577,https://sci-hub.se/10.1038/352168a0,Organomercury,
10224038,Microbial degradation of octamethylcyclotetrasiloxane.,Applied and environmental microbiology,"Grümping R, Michalke K, Hirner AV, Hensel R","The microbial degradation of low-molecular-weight polydimethylsiloxanes was investigated through laboratory experiments. Octamethylcyclotetrasiloxane was found to be biodegraded under anaerobic conditions in composted sewage sludge, as monitored by the occurrence of the main polydimethylsiloxane degradation product, dimethylsilanediol, compared to that found in experiments with sterilized control samples.",10.1128/AEM.65.5.2276-2278.1999,https://pubmed.ncbi.nlm.nih.gov/10224038,https://sci-hub.se/10.1128/AEM.65.5.2276-2278.1999,Organosilicone (an/aerobic),
8953708,Biodegradation of dimethylsilanediol in soils.,Applied and environmental microbiology,"Sabourin CL, Carpenter JC, Leib TK, Spivack JL","The biodegradation potential of [14C]dimethylsilanediol, the monomer unit of polydimethylsiloxane, in soils was investigated. Dimethylsilanediol was found to be biodegraded in all of the tested soils, as monitored by the production of 14CO2. When 2-propanol was added to the soil as a carbon source in addition to [14C]dimethylsilanediol, the production of 14CO2 increased. A method for the selection of primary substrates that support cometabolic degradation of a target compound was developed. By this method, the activity observed in the soils was successfully transferred to liquid culture. A fungus, Fusarium oxysporum Schlechtendahl, and a bacterium, an Arthrobacter species, were isolated from two different soils, and both microorganisms were able to cometabolize [14C]dimethylsilanediol to 14CO2 in liquid culture. In addition, the Arthrobacter sp. that was isolated grew on dimethylsulfone, and we believe that this is the first reported instance of a microorganism using dimethylsulfone as its primary carbon source. Previous evidence has shown that polydimethylsiloxane is hydrolyzed in soil to the monomer, dimethylsilanediol. Now, biodegradation of dimethylsilanediol in soil has been demonstrated.",10.1128/aem.62.12.4352-4360.1996,https://pubmed.ncbi.nlm.nih.gov/8953708,https://sci-hub.se/10.1128/aem.62.12.4352-4360.1996,Organosilicone (an/aerobic),
14001842,"Reduction of inorganic compounds with molecular hydrogen by Micrococcus lactilyticus. I. Stoichiometry with compounds of arsenic, selenium, tellurium, transition and other elements.",Journal of bacteriology,"WOOLFOLK CA, WHITELEY HR","Woolfolk, C. A. (University of Washington, Seattle) and H. R. Whiteley. Reduction of inorganic compounds with molecular hydrogen by Micrococcus lactilyticus. I. Stoichiometry with compounds of arsenic, selenium, tellurium, transition and other elements. J. Bacteriol. 84:647-658. 1962.-Extracts of Micrococcus lactilyticus (Veillonella alcalescens) oxidize molecular hydrogen at the expense of certain compounds of arsenic, bismuth, selenium, tellurium, lead, thallium, vanadium, manganese, iron, copper, molybdenum, tungsten, osmium, ruthenium, gold, silver, and uranium, as well as molecular oxygen. Chemical and manometric data indicate that the following reductions are essentially quantitative: arsenate to arsenite, pentavalent and trivalent bismuth to the free element, selenite via elemental selenium to selenide, tellurate and tellurite to tellurium, lead dioxide and manganese dioxide to the divalent state, ferric to ferrous iron, osmium tetroxide to osmate ion, osmium dioxide and trivalent osmium to the metal, uranyl uranium to the tetravalent state, vanadate to the level of vanadyl, and polymolybdate ions to molybdenum blues with an average valence for molybdenum of +5. The results of a study of certain other hydrogenase-containing bacteria with respect to their ability to carry out some of the same reactions are also presented.",10.1128/jb.84.4.647-658.1962,https://pubmed.ncbi.nlm.nih.gov/14001842,https://sci-hub.se/10.1128/jb.84.4.647-658.1962,Osmium Reduction,
8005,Pathways of microbial metabolism of parathion.,Applied and environmental microbiology,"Munnecke DM, Hsieh DP","A mixed bacterial culture, consisting of a minimum of nine isolates, was adapted to growth on technical parathion (PAR) as a sole carbon and energy source. The primary oxidative pathway for PAR metabolism involved an initial hydrolysis to yield diethylthiophosphoric acid and p-nitrophenol. A secondary oxidative pathway involved the oxidation of PAR to paraoxon and then hydrolysis to yield p-nitrophenol and diethylphosphoric acid. Under low oxgen conditions PAR was reduced via a third pathway to p-aminoparathion and subsequently hydrolyzed to p-aminophenol and diethylthiophosphoric acid. PAR hydrolase, an enzyme produced by an isolate from the mixed culture, rapidly hydrolyzed PAR and paraoxon (6.0 mumol/mg per min). This enzyme was inducible and stable at room temperature and retained 100% of its activity when heated for 55 C for 10 min.",10.1128/aem.31.1.63-69.1976,https://pubmed.ncbi.nlm.nih.gov/8005,https://sci-hub.se/10.1128/aem.31.1.63-69.1976,Parathion (an/aerobic),
10600501,"Characterization of 2,6-dichloro-p-hydroquinone 1,2-dioxygenase (PcpA) of Sphingomonas chlorophenolica ATCC 39723.",Biochemical and biophysical research communications,"Xun L, Bohuslavek J, Cai M","Pentachlorophenol (PCP) is a general biocide and a major environmental pollutant. The initial steps of PCP degradation by Sphingomonas chlorophenolica ATCC 39723 have been studied and characterized. Two enzymes are responsible for converting PCP to 2, 6-dichloro-p-hydroquinone (2,6-DiCH) which is a common metabolic intermediate of the biodegradation of polychlorinated phenols. 2, 6-DiCH is degraded by PcpA from strain ATCC 39723, but the reaction end product has been misidentified as 6-chlorohydroxyquinol and has been elusive to detection. We report here the overproduction of PcpA in Escherichia coli and the demonstration of quantitative conversion of 2,6-DiCH to 2-chloromaleylacetate with the coconsumption of one equivalent O(2) and release of one equivalent Cl(-) by purified PcpA. On the basis of the reaction stoichiometry, the enzyme is proposed to be 2,6-DiCH 1,2-dioxygenase.",10.1006/bbrc.1999.1805,https://pubmed.ncbi.nlm.nih.gov/10600501,https://sci-hub.se/10.1006/bbrc.1999.1805,Pentachlorophenol Family,
8932320,Sequence and properties of pentaerythritol tetranitrate reductase from Enterobacter cloacae PB2.,Journal of bacteriology,"French CE, Nicklin S, Bruce NC","Pentaerythritol tetranitrate reductase, which reductively liberates nitrite from nitrate esters, is related to old yellow enzyme. Pentaerythritol tetranitrate reductase follows a ping-pong mechanism with competitive substrate inhibition by NADPH, is strongly inhibited by steroids, and is capable of reducing the unsaturated bond of 2-cyclohexen-1-one.",10.1128/jb.178.22.6623-6627.1996,https://pubmed.ncbi.nlm.nih.gov/8932320,https://sci-hub.se/10.1128/jb.178.22.6623-6627.1996,Pentaerythritol tetranitrate,
10583970,Ubiquity and diversity of dissimilatory (per)chlorate-reducing bacteria.,Applied and environmental microbiology,"Coates JD, Michaelidou U, Bruce RA, O'Connor SM, Crespi JN, Achenbach LA","Environmental contamination with compounds containing oxyanions of chlorine, such as perchlorate or chlorate [(per)chlorate] or chlorine dioxide, has been a constantly growing problem over the last 100 years. Although the fact that microbes reduce these compounds has been recognized for more than 50 years, only six organisms which can obtain energy for growth by this metabolic process have been described. As part of a study to investigate the diversity and ubiquity of microorganisms involved in the microbial reduction of (per)chlorate, we enumerated the (per)chlorate-reducing bacteria (ClRB) in very diverse environments, including pristine and hydrocarbon-contaminated soils, aquatic sediments, paper mill waste sludges, and farm animal waste lagoons. In all of the environments tested, the acetate-oxidizing ClRB represented a significant population, whose size ranged from 2.31 x 10(3) to 2.4 x 10(6) cells per g of sample. In addition, we isolated 13 ClRB from these environments. All of these organisms could grow anaerobically by coupling complete oxidation of acetate to reduction of (per)chlorate. Chloride was the sole end product of this reductive metabolism. All of the isolates could also use oxygen as a sole electron acceptor, and most, but not all, could use nitrate. The alternative electron donors included simple volatile fatty acids, such as propionate, butyrate, or valerate, as well as simple organic acids, such as lactate or pyruvate. Oxidized-minus-reduced difference spectra of washed whole-cell suspensions of the isolates had absorbance maxima close to 425, 525, and 550 nm, which are characteristic of type c cytochromes. In addition, washed cell suspensions of all of the ClRB isolates could dismutate chlorite, an intermediate in the reductive metabolism of (per)chlorate, into chloride and molecular oxygen. Chlorite dismutation was a result of the activity of a single enzyme which in pure form had a specific activity of approximately 1,928 micromol of chlorite per mg of protein per min. Analyses of the 16S ribosomal DNA sequences of the organisms indicated that they all belonged to the alpha, beta, or gamma subclass of the Proteobacteria. Several were closely related to members of previously described genera that are not recognized for the ability to reduce (per)chlorate, such as the genera Pseudomonas and Azospirllum. However, many were not closely related to any previously described organism and represented new genera within the Proteobacteria. The results of this study significantly increase the limited number of microbial isolates that are known to be capable of dissimilatory (per)chlorate reduction and demonstrate the hitherto unrecognized phylogenetic diversity and ubiquity of the microorganisms that exhibit this type of metabolism.",10.1128/AEM.65.12.5234-5241.1999,https://pubmed.ncbi.nlm.nih.gov/10583970,https://sci-hub.se/10.1128/AEM.65.12.5234-5241.1999,Perchlorate (anaerobic),
